#{"t_start": 1698578373.8929307, "env_id": "None"}
r,l,t
-11.036455,33,3.809458
-19.716983,19,3.817465
-27.736614,11,3.821468
0.389333,40,3.836482
-30.854183,10,3.841487
-30.581374,9,3.84449
-31.789517,7,3.847492
-35.201961,5,3.849494
-25.844748,15,3.855499
-34.342516,5,3.857501
-27.486628,12,3.862505
-23.76093,16,3.868511
-5.105573,34,3.882524
-21.24716,20,3.890531
-30.037028,9,3.893534
-18.554055,24,3.903543
-27.580562,13,3.908547
-25.508253,15,3.914553
-21.034493,23,3.923561
-38.190978,2,3.924562
22.689831,63,3.949585
-21.255494,20,3.957592
8.894337,48,3.975608
-33.989113,6,3.978611
-38.287404,2,3.978611
-35.564511,5,3.980613
-25.615362,12,3.985618
-23.698485,16,4.064689
-39.0,1,4.064689
-36.354578,4,4.067692
-36.39616,4,4.068692
-21.0,19,4.0767
-29.011856,12,4.081705
-20.5181,17,4.08771
-20.562346,18,4.095717
-35.516487,5,4.097719
-34.242186,6,4.099721
-39.0,1,4.099721
-32.355843,9,4.103724
-36.32279,4,4.104725
-35.630564,5,4.106728
-31.910491,9,4.110731
-39.0,1,4.110731
-17.47563,27,4.123743
-23.2625,16,4.132751
-28.314022,11,4.139757
-23.205732,17,4.147764
-14.063233,25,4.157774
-39.0,1,4.158775
2.556838,42,4.174789
-21.912007,19,4.182796
-36.094427,4,4.183797
-21.197113,20,4.191804
-33.414882,6,4.193806
-35.228916,5,4.195808
-33.129559,6,4.198811
-30.122905,9,4.201813
-37.6,2,4.202815
-35.880711,4,4.204816
-29.821154,10,4.20882
-11.545728,28,4.218829
-30.950333,10,4.222833
-32.241121,8,4.225835
-34.475288,6,4.228838
-35.747942,4,4.229839
-25.186691,13,4.235845
-28.073945,10,4.239848
-31.126947,8,4.243852
-32.317025,8,4.246855
-28.550154,11,4.250858
-37.0,3,4.251859
-23.298485,14,4.257864
-33.0,7,4.259866
-39.0,1,4.260867
-31.270922,10,4.264871
-29.96887,10,4.268875
-30.065558,9,4.272878
-16.286072,23,4.280885
3.603524,44,4.298902
-18.60425,23,4.306909
-28.384638,10,4.311913
-33.55206,7,4.314916
-28.024976,10,4.318919
-29.155718,11,4.322923
-25.514386,14,4.327928
-20.235454,21,4.335935
-11.821199,28,4.346945
-38.295182,2,4.347946
-37.0,3,4.348947
-37.0,3,4.349948
-34.277188,6,4.35195
-37.0,3,4.353951
-39.0,1,4.353951
-35.787071,5,4.355953
-31.624903,10,4.359957
-16.558158,22,4.368965
-17.776077,23,4.376972
-32.246544,8,4.380976
-37.0,3,4.381977
-23.386796,16,4.387982
-16.984998,26,4.397991
-37.0,3,4.398993
-6.00743,34,4.413005
-16.481605,22,4.423014
-7.423247,31,4.434024
-24.261033,13,4.439029
-38.083617,2,4.44003
-25.707606,15,4.446035
-18.37355,21,4.454042
-29.365187,12,4.459047
-24.628906,17,4.53912
-22.303619,18,4.547127
-28.423321,12,4.551131
-37.667212,2,4.552132
-27.953412,14,4.557136
-33.843417,6,4.560139
-37.0,3,4.56114
-3.687891,41,4.577154
-18.39828,22,4.585161
-24.951041,16,4.591167
-27.666247,11,5.350861
-34.577846,5,5.352863
-7.718346,30,5.365875
-6.915021,36,5.38289
6.156714,48,5.403909
-32.429976,9,5.407913
-31.637556,9,5.411916
-16.493598,23,5.422926
-37.0,3,5.424928
-2.343065,32,5.438941
-39.0,1,5.439941
-30.363878,9,5.443946
18.869374,64,5.473475
-36.4,4,5.475476
8.428498,47,5.496496
-33.845183,6,5.499498
-6.691425,40,5.517514
-17.967101,27,5.529525
-34.462028,5,5.531528
-34.977585,6,5.53453
-8.563126,31,5.547542
42.936794,86,5.581573
-18.494161,21,5.589581
-29.91455,9,5.592583
2.3857,39,5.612602
-29.712596,10,5.617606
-16.05108,25,5.632619
-5.972845,33,5.648634
-36.371292,4,5.650636
27.013614,68,5.678661
-38.337783,2,5.679662
9.649412,57,5.701682
-6.218201,29,5.712692
5.475591,45,5.769756
-22.962142,18,5.776762
-24.500393,15,5.782767
-17.15066,23,5.791775
36.316848,84,5.824806
-34.011118,7,5.827808
-37.0,3,5.828809
-28.130898,12,5.833814
-7.981799,34,5.846826
-9.253573,28,5.857836
-1.836927,42,5.87385
-12.9035,30,5.885861
-5.542607,34,5.898873
-23.475515,14,5.903877
-6.001782,33,5.916889
-0.535722,39,5.931903
-24.45231,17,5.938909
-31.311528,8,5.941912
-37.734698,2,5.942913
-31.676539,8,5.945915
37.756846,82,5.976943
-34.711721,5,5.978945
-37.0,3,5.979946
-11.833105,27,5.990956
-29.251277,11,5.99496
-35.475591,5,5.996962
-31.643771,8,5.999964
-30.812549,11,6.004969
-29.08652,11,6.008973
-19.026359,20,6.01698
-27.441933,14,6.021985
-14.284577,25,6.031994
1.294236,38,6.047007
49.27126,92,6.082039
-29.0,11,6.086042
-36.295673,4,6.088044
-9.330193,32,6.100055
13.218035,50,6.120074
-32.852454,7,6.122076
-38.049572,2,6.123076
-25.514719,16,6.130082
-23.599533,15,6.135087
-32.548303,8,6.139091
-25.107284,14,6.144095
-33.138475,6,6.147098
-18.59305,18,6.154104
-24.807251,18,6.207153
-29.249069,12,6.211156
12.226408,56,6.233176
-35.671706,4,6.234177
-28.890398,11,6.239182
89.390454,126,7.02089
5.920496,16,7.027897
-34.844488,6,7.0309
8.880346,47,7.050918
16.860651,61,7.076941
-37.601806,2,7.077942
-28.284602,11,7.083948
-1.497195,42,7.101964
-31.705071,10,7.106969
-33.697011,7,7.109972
-29.755345,57,7.136996
-8.823877,33,7.15201
-30.877095,11,7.157015
5.551405,44,7.176032
-21.601549,17,7.184039
-33.673385,6,7.187042
41.528629,86,7.223075
-26.86675,14,7.22908
-5.73735,33,7.242092
-0.845674,41,7.257106
24.956974,72,7.285131
-31.600432,8,7.288134
-23.066853,17,7.294139
14.427596,58,7.316159
-8.09277,31,7.32817
-19.758887,21,7.337178
-24.141115,16,7.343184
-19.735452,19,7.388224
-18.337153,22,7.396231
-27.190762,14,7.401236
-21.175811,18,7.408242
-36.276697,4,7.410244
-23.806552,16,7.41625
-37.0,3,7.418251
-37.0,3,7.419253
